artist,beg_1mfcc_mean,beg_1mfcc_std,beg_2mfcc_mean,beg_2mfcc_std,beg_3mfcc_mean,beg_3mfcc_std,beg_4mfcc_mean,beg_4mfcc_std,beg_5mfcc_mean,beg_5mfcc_std,beg_amp1,beg_amp2,beg_amp_max_folded,beg_beat_strength,beg_centroid_mean,beg_centroid_std,beg_flow_mean,beg_flow_std,beg_intrvl_peaks_folded,beg_lowenergy,beg_per1,beg_per2,beg_per_max_folded,beg_per_max_unfolded,beg_pitch_strength,beg_ratio_amp1_amp2,beg_rolloff_mean,beg_rolloff_std,beg_zrc_mean,beg_zrc_std,end_1mfcc_mean,end_1mfcc_std,end_2mfcc_mean,end_2mfcc_std,end_3mfcc_mean,end_3mfcc_std,end_4mfcc_mean,end_4mfcc_std,end_5mfcc_mean,end_5mfcc_std,end_amp1,end_amp2,end_amp_max_folded,end_beat_strength,end_centroid_mean,end_centroid_std,end_flow_mean,end_flow_std,end_intrvl_peaks_folded,end_lowenergy,end_per1,end_per2,end_per_max_folded,end_per_max_unfolded,end_pitch_strength,end_ratio_amp1_amp2,end_rolloff_mean,end_rolloff_std,end_zrc_mean,end_zrc_std,mid_1mfcc_mean,mid_1mfcc_std,mid_2mfcc_mean,mid_2mfcc_std,mid_3mfcc_mean,mid_3mfcc_std,mid_4mfcc_mean,mid_4mfcc_std,mid_5mfcc_mean,mid_5mfcc_std,mid_amp1,mid_amp2,mid_amp_max_folded,mid_beat_strength,mid_centroid_mean,mid_centroid_std,mid_flow_mean,mid_flow_std,mid_intrvl_peaks_folded,mid_lowenergy,mid_per1,mid_per2,mid_per_max_folded,mid_per_max_unfolded,mid_pitch_strength,mid_ratio_amp1_amp2,mid_rolloff_mean,mid_rolloff_std,mid_zrc_mean,mid_zrc_std,song,freq_fin,weights_fin
Macklemore and Ryan Lewis,929.6579833110001,62.7699002952,130.728587624,32.2031127722,-22.3074263199,19.2829742305,25.979252223499998,15.2771014554,-7.078547764780001,12.4725006419,0.361035273847,0.192123977009,1292718581.0,1386462059.2,3795.42236328,71.2090301514,2.00876736641,0.00542422058061,7,0.519999980927,182,168,7,59.8253828899,10110333886.0,0.5321473853850001,133672.9375,3812.30541992,0.0654315948486,0.004812391009180001,972.718578923,86.5284442068,128.792709427,31.499236248699997,-28.563757030999998,21.0991900076,32.357400325,16.3142519142,-9.11813977461,13.230112149000002,0.372690923947,0.325273050002,4050105840.0,2026694613.46,3723.64941406,43.6192054749,1.9165172576900005,0.015321113169200004,2,0.5600000023839999,182,136,0,74.224633736,21736243363.0,0.8727689060870001,133617.53125,1741.4888915999998,0.0572965480387,0.00143019354437,970.174788256,56.248323611,125.50837762299999,39.416161085,-22.893176180999998,21.5872618835,29.656340639899998,16.7972081797,-8.243829816960003,16.9273828951,0.247538715127,0.17864701984200002,3025656781.0,2454379399.52,4329.82666016,76.140914917,1.96053171158,0.0264875292778,2,0.439999997616,199,136,2,74.224633736,17461560189.0,0.721693250085,148334.0,1819.52099609,0.07628279179330001,0.0035710469819600008,Cant Hold Us  feat. Ray Dalton,hip hop,hip hop
Macklemore and Ryan Lewis,778.4836154139999,114.200647754,66.9136857796,53.117091476800006,-10.7595178979,32.005263282399994,40.5056817647,27.1657111856,-3.06916846195,20.508634256300002,0.458949490738,0.307414723407,1297337606.0,388877333.651,5357.95800781,522.21661377,2.1884329319,0.24637895822500006,1,0.7599999904629999,178,118,7,78.8226375439,3853592537.0,0.6698225613300001,155439.46875,4126.49023438,0.110070846975,0.008217357099060001,922.0188008519999,105.013195238,119.45015509,44.3306376937,-23.2940239581,18.934245798499997,26.4987028404,17.4295451338,-10.432636625,17.4788475973,0.461105752385,0.143228389982,2347715683.0,1400516948.77,3773.44189453,209.507781982,2.05675077438,0.0206513218582,2,0.40000000596,178,118,3,75.54083728319999,13563671943.0,0.310619395314,127782.66406199998,7092.62841797,0.05467956513169999,0.00576724950224,926.759363666,73.5721508018,118.20897071,46.1616136491,-21.7785976069,22.9069433094,24.6044751378,23.7653646908,-11.1583474554,20.4048467045,0.360291595948,0.141736672898,2490566581.0,809251962.671,4168.67480469,136.221099854,2.42693185806,0.059549883008,1,0.600000023842,190,178,7,79.8406668828,10244085824.0,0.39339433529,139003.46875,3607.61694336,0.06332990527150001,0.0075509846210500015,Thrift Shop  feat. Wanz,hip hop,hip hop
Macklemore and Ryan Lewis,743.780005474,120.914125429,170.476537905,37.5426482131,9.97386887233,37.3442131275,0.7494921407969999,14.5989222759,-3.0156477194200004,18.6931064632,0.292905137721,0.225713198377,1599784415.0,373391337.695,1950.57324219,204.28034973099997,2.0068612098700003,0.0154666900635,7,0.479999989271,197,131,4,52.331492511,7408829674.0,0.770601704471,41279.0,6492.31884766,0.0325637683272,0.00636921729892,807.3363613539999,94.1926750936,160.676993762,52.4643234944,-4.4221759278800015,18.2040994751,16.587082628,24.352407531100006,-17.191493871600002,15.6072966096,0.299597202944,0.106118056355,1351065503.0,321551781.917,2218.61132812,246.82902526900003,2.0118110179900004,0.00576607557014,4,0.479999989271,197,196,4,52.331492511,8358129424.0,0.354202426831,62259.1328125,18886.2265625,0.0363559573889,0.0009116709697989998,916.768449795,68.3299122268,133.15777555399998,47.9063503538,4.0211161682,28.035367301100006,28.927139650100003,24.2992027962,0.117113949014,19.5312095372,0.375861491085,0.224411266371,3936239921.0,2498802171.52,4172.25537109,147.73109436,1.91515886784,0.00845592841506,1,0.319999992847,198,196,7,78.8671995775,14250821565.0,0.59705841565,147563.796875,5766.57666016,0.053278509527400014,0.00322864763439,Thin Line  feat. Buffalo Madonna,hip hop,hip hop
Macklemore and Ryan Lewis,601.684242058,57.9056999795,183.815129312,18.5787198113,70.6893920872,35.865775865,30.2861159369,22.5967007988,17.9080787647,11.9878766867,0.120050956758,0.0846833880324,450630253.0,28561873.3451,1318.60009766,354.12017822300004,2.26691293716,0.186172708869,7,0.40000000596,80,79,1,64.07193231939999,1082149201.0,0.70539536143,27099.066406200003,4588.29541016,0.0145063241944,0.00375941651873,714.237657238,80.13927735109999,165.510652,40.6713559485,20.6250266685,19.7821309657,29.2597146563,24.0020476078,6.0749832491900015,15.75653834,0.156356278488,0.140243569634,445871537.0,44836537.7724,3100.3659668,81.2888870239,1.9867361784,0.248050570488,7,0.40000000596,160,159,1,45.0,1639471306.0,0.896948756969,127212.203125,3526.12524414,0.025701487436900004,0.00133561622351,872.520197411,71.1439582111,146.115193195,48.05348259300001,-8.12665806347,28.319503037199997,22.338719924499998,26.474478997800002,-4.55777957225,21.3451093622,0.44266351899,0.306347409757,3140475681.0,3957093762.93,3951.87744141,91.7630844116,2.01534605026,0.00524710677564,1,0.360000014305,159,127,2,73.75271789359999,10653353461.0,0.6920547924439999,135545.46875,2271.57568359,0.0654032751918,0.00198160181753,Same Love  feat. Mary Lambert,hip hop,hip hop
Macklemore and Ryan Lewis,828.84124426,80.12958484970001,199.311022905,45.099643924,-16.1866618227,27.936619164699998,-10.4445372441,26.9513417446,-0.6917020530779999,17.555036546300002,0.241723857316,0.20190600366,556563676.0,531789713.341,2782.1730957,671.639343262,1.99988102913,0.00977593567222,4,0.5600000023839999,95,83,7,32.3587288925,4188938082.0,0.8352754498549999,84897.53125,32063.738281200003,0.0403876043856,0.00526298442855,900.312838804,161.25661250299999,108.43527640100001,39.4986855869,-5.996146205650001,32.4277740203,16.4678075866,18.3987377981,-5.435096661880001,20.3895214209,0.560221532719,0.16693427178099998,2216793517.0,2145762847.79,4264.86230469,129.148132324,2.03515100479,0.148733481765,8,0.479999989271,166,111,10,86.45585374049999,15090409791.0,0.297979035135,154416.328125,4191.57910156,0.067390576005,0.00880174804479,944.853795632,61.5383198967,140.424592582,42.5568947421,-16.7892154751,21.034188590899998,15.016385946,19.0604849699,-14.1452939426,18.079632812699998,0.538182404436,0.212975464846,2335476659.0,2452311902.21,3807.70288086,100.499046326,1.92107832432,0.0100209526718,8,0.280000001192,166,133,10,69.6941288949,13773520133.0,0.39573100698,133682.9375,3503.27709961,0.06233016029,0.00351368868724,Make The Money,hip hop,hip hop
Macklemore and Ryan Lewis,823.34931357,113.25034890299999,94.61119127219999,53.1171549224,-7.688276646519999,31.8441761717,20.255763116700003,27.440822255900002,-5.6759055653,23.0579080116,0.524072852372,0.277923512004,902302345.0,3298984711.3,3944.13745117,113.950057983,1.98288083076,0.00516995508224,1,0.479999989271,153,102,4,76.1762238426,5538311760.0,0.53031465138,142430.140625,2533.83154297,0.0959533378482,0.0082619227469,788.411809762,146.912522384,100.688269173,56.328856747299994,6.97020004974,31.9853593466,36.895835595,20.7773730193,10.0465984105,18.8408513752,0.139520503499,0.117905697552,914471222.0,396059876.597,4470.23046875,260.731445312,1.95954477787,0.0697530284524,2,0.479999989271,181,174,2,82.1970509658,4894555261.0,0.845077924715,151835.671875,6761.69384766,0.0581377670169,0.010549556464,899.3979904089999,66.451420804,133.404473019,45.994504277,-5.99051843309,29.7449552317,28.4084713417,24.6985604285,-5.5131354563600015,18.933393986,0.507859684645,0.271591913149,1058643338.0,2744034541.68,3679.27587891,82.5153045654,1.97368383408,0.0051549877971400005,8,0.5600000023839999,153,102,9,76.07193231939999,8817025313.0,0.5347774618869999,134756.859375,2180.1237793,0.06577132642269999,0.00576638709754,Neon Cathedral  feat. Allen Stone,hip hop,hip hop
Macklemore and Ryan Lewis,721.4973323180002,56.8767805596,181.62301002599997,23.7748617902,-1.5205627703100002,26.5267726954,-16.7369537605,25.0910665377,-17.9944910473,14.7464134361,0.17292413356400002,0.10924911158,575569973.0,202086778.851,1473.35668945,213.76737976099997,1.9570401907,0.0921900570393,7,0.519999980927,189,157,0,55.8616897639,2909087847.0,0.631774809729,37318.0664062,9537.55761719,0.033539328724099995,0.00110265926924,731.656936464,91.0310751766,175.476686814,55.5666563843,14.2739888807,41.4685347115,17.6246135294,25.9563984207,21.3650738911,14.5438845614,0.35200902213,0.336630829143,583900951.0,2105896464.63,1604.11938477,30.875095367399997,2.1354932785,0.0112423859537,3,0.319999992847,189,158,0,78.4391563427,3771676015.0,0.956313071483,54233.46484380001,829.25958252,0.0202281679958,0.00590631598607,821.45911581,110.235193806,171.040625025,37.9894123985,-5.045344828319999,29.8798620448,13.4655444936,26.8980276669,-4.00788504356,13.7128620117,0.288466317151,0.256237556769,1826427555.0,2059683462.44,2795.81713867,290.102966309,2.09823870659,0.0159156043082,1,0.360000014305,189,158,7,67.5222212307,7371357926.0,0.888275481516,97578.796875,10685.3798828,0.0339293517172,0.00427661696449,Bombom  feat. The Teaching,hip hop,hip hop
Macklemore and Ryan Lewis,852.02604928,77.0317316518,137.719341561,47.7186140388,-34.8269547396,34.857119382,6.29407711798,23.8448481184,-23.0108330948,18.243502841199998,0.23114137038,0.153533169987,564178561.0,595511079.098,3518.43896484,90.43474578860001,1.98245477676,0.0147213945165,1,0.439999997616,159,134,1,32.3587288925,4393742506.0,0.664239247755,124365.13281199998,3149.68676758,0.0687221959233,0.0013978696661099998,854.276282842,135.48052082,129.96832543600001,53.6643414321,-37.4552309751,24.8917934347,10.477325574,19.0215334938,-4.0840403735300015,19.1105460239,0.302144897343,0.28418836031800004,1501153695.0,2439218033.27,3909.9621582,106.47399902299999,1.94268906116,0.016961852088600002,5,0.360000014305,174,145,2,79.349957715,11042816864.0,0.940569782304,138817.203125,2823.06005859,0.0697439163923,0.00349306431599,975.468217233,50.998836175200005,121.67744912,39.3523367756,-18.3080798849,22.6626120689,18.3627058044,17.359304876,-12.3945152058,14.1957000805,0.40101101092,0.18717037428,2641662409.0,2192318906.21,4467.91650391,292.274658203,1.98681902885,0.0127894328907,1,0.40000000596,194,174,8,26.598813599,18919355644.0,0.466746221881,155095.9375,7870.35351562,0.0732948333025,0.005936622153970001,White Walls  feat. Schoolboy Q &,hip hop,hip hop
Macklemore and Ryan Lewis,869.3193025019998,124.305844954,131.55393389600002,38.982385964,-33.9897754662,35.504306484299995,12.2743149393,22.6474238544,-26.7513841642,16.0923085673,0.12965743364,0.110470972629,1632163399.0,487125685.511,3080.40649414,310.86007690400004,1.85304141045,0.07089856266979999,1,0.439999997616,72,71,6,47.7584105028,6974644994.0,0.852021897452,103654.203125,15156.626953100002,0.0588245913386,0.0035684092436,907.811600576,124.13948843700001,93.0098183417,51.9966798991,-14.136719958199999,25.1176329761,26.3069011926,24.440769069899996,-20.5944352131,25.579787419099997,0.110409760251,0.10944277401,3634089412.0,1490998847.18,4671.55517578,86.75626373290001,1.91602945328,0.201855883002,1,0.5600000023839999,106,105,6,79.02226956310001,15701744877.0,0.991241840949,150391.328125,1947.68347168,0.08888566493989998,0.00629315152764,940.4503911410001,87.53134097270002,113.68836188799999,33.426936490500005,-16.7030764951,21.211548353199998,31.2706509427,17.3390117846,-17.7845279431,17.1272079126,0.248699436051,0.159465763586,3919069903.0,664924644.287,4268.25341797,181.89402771,1.9743988513900004,0.07489086687560001,4,0.519999980927,164,144,6,83.4024908205,17766899625.0,0.641198734175,144170.328125,2947.54150391,0.053415067493900015,0.00662876153365,Soul,hip hop,hip hop
Macklemore and Ryan Lewis,822.47464838,91.0010031664,143.29083295799998,48.2960429079,-4.02095205421,26.839402215,8.19188154656,23.137826677800003,-4.75396615321,19.4980190369,0.24712335065,0.218360701216,399201268.0,536568562.851,3491.81787109,144.610855103,2.0281867981,0.0200149733573,7,0.600000023842,136,135,2,78.0469879572,3206038982.0,0.883610151129,125809.92968800002,5529.86035156,0.062655583024,0.00367562985048,820.721551501,107.24362782600001,151.03340897,55.32777962270001,-18.0316824329,23.4007655103,18.2404841176,22.077680041199997,-3.95411536381,21.1265815561,0.179292509405,0.17524530665600002,625020663.0,625171637.559,3682.31982422,58.861381530799996,2.0195333957700004,0.00868266541511,1,0.439999997616,139,138,1,61.175079641,3205269382.0,0.977426816311,128353.60156199998,2297.83007812,0.0714317932725,0.00355913885869,965.1720581510001,63.371666938800004,123.395523484,42.2287141648,-22.6308169355,22.240408444,15.169744232100001,18.3459523117,-14.7375893901,17.227117878199998,0.180360943181,0.15822049645,2548342156.0,2367772403.1,3694.34863281,209.648986816,2.0280115604400004,0.00943630095571,1,0.439999997616,185,139,1,37.175079640999996,18134240027.0,0.877243674044,133687.46875,7337.26269531,0.0867993980646,0.012612503022,Wing$,hip hop,hip hop
Macklemore and Ryan Lewis,858.860158387,63.433150917,150.451125018,36.877254519699996,0.403086168147,28.5429532714,4.30304865489,26.4819294913,-9.8641629265,15.6408911169,0.451564431764,0.26046594932100003,1620562902.0,2125026408.02,3993.65649414,295.20803833,1.9146835804,0.0193339269608,8,0.600000023842,189,94,1,50.0197515757,9907728989.0,0.576807939243,149227.59375,9201.45898438,0.040097557008300005,0.00314951618202,741.2687017689999,119.787815431,119.09792484200001,50.463910930299996,-28.1326533658,36.4763903411,-16.7817292756,16.9775055156,-19.4885434342,11.8332809894,0.393537815065,0.0603490238626,1042403875.0,108051494.136,3032.73510742,349.089019775,2.28104400635,0.124329000711,7,0.6800000071529999,190,189,3,39.9143074931,3517608233.0,0.153349999803,88518.3984375,23700.1777344,0.0562482252717,0.00169183814432,928.1787052660001,57.5052569563,144.20867706200002,48.7045234195,-2.67885906504,21.8501971069,24.1229434302,25.038952245100003,-17.4390504254,18.0851337225,0.344050624375,0.335855441977,2587578642.0,1194673709.26,4056.44604492,75.8553237915,1.97391581535,0.0177152715623,5,0.439999997616,189,94,1,68.9606089921,14785225532.0,0.976180300755,143122.328125,2591.20166016,0.056397177279,0.0029579391703,A Wake  feat. Evan Roman,hip hop,hip hop
Macklemore and Ryan Lewis,825.8376866030002,102.46070807,140.224061149,37.4906365768,-13.1545806073,37.7736138351,-8.07821461405,37.811182314899995,-20.1333955421,21.444144015,0.48433135724,0.158225402985,1188094328.0,609079278.0730001,3511.35229492,96.2256088257,2.07398366928,0.0148678459227,2,0.439999997616,161,107,6,71.2130948536,7253093922.0,0.32668833149,126175.734375,5641.64941406,0.0553521811962,0.00356063246727,789.175336199,129.84397272200002,123.865723979,48.2132382225,-2.35263963152,19.1506696027,18.5267324276,13.702446706199998,-7.038877801489999,13.5794412633,0.285241626904,0.146432434713,664204189.0,-80671734.4103,3191.39941406,1019.89520264,2.04327225685,0.0183515138924,5,0.72000002861,192,161,6,78.84493289859999,3516642569.0,0.51336278054,103658.265625,41458.0,0.051449634134800006,0.00380613352172,973.398730643,50.3498816799,106.85916059200001,44.1293416458,-8.55537491616,26.4166500757,20.7290848601,19.333208264,-23.6735619908,17.5878296702,0.410583447797,0.0816836983418,3843017733.0,819474690.113,4492.88916016,57.206523895299995,2.03296017647,0.00582167785615,5,0.439999997616,199,161,11,59.3510425197,16561538224.0,0.198945424566,155630.734375,1957.30334473,0.0931630134583,0.0103677334264,Gold  feat. Eighty4 Fly,hip hop,hip hop
Macklemore and Ryan Lewis,860.9798047539999,66.56619787449999,167.086872717,37.5953830452,-33.1251956373,23.127466846100006,-5.37481800589,24.546855135999998,1.51961119135,22.0017890992,0.173586669989,0.100232374314,789454905.0,184390689.455,3344.48681641,168.942459106,2.01189422607,0.00845119357109,5,0.439999997616,125,108,10,65.23495003869999,6323085504.0,0.577419765702,119659.39843800002,6159.82421875,0.0586871244013,0.00249175401405,771.332551361,96.2565595673,112.986256203,45.64556747,-81.80249865020001,33.4931914276,-23.737066254499997,15.257156428399998,-11.6406253761,19.2447763814,0.132469415012,0.07983855408860001,914100647.0,93953190.9435,2815.22900391,154.384246826,2.00114107132,0.0329297967255,4,0.5600000023839999,164,153,5,41.9064269104,2831028647.0,0.602694245167,69394.46875,5196.55712891,0.0807204842567,0.00760363927111,915.747243714,48.1562016135,179.68410743400003,41.7809045749,-21.9247098348,17.8032053107,17.4417507573,18.5150674125,3.5245127426,18.3774629541,0.34616231179799994,0.282661844121,1647678532.0,2091997226.13,2892.65161133,217.96376037599998,1.98221945763,0.0096090612933,5,0.479999989271,175,153,10,28.7388604941,14043636903.0,0.816558690787,99180.265625,10813.3134766,0.0526110343635,0.00360153615475,Starting Over  feat. Ben Bridwell,hip hop,hip hop
Macklemore and Ryan Lewis,892.0882333110001,63.725721568000004,160.59735614,32.9658691498,-28.8090480696,21.2605052425,7.635416850660001,22.1086699992,-12.536295803900002,24.081762743899997,0.34940904360200004,0.284209366236,2702567188.0,237622787.771,3290.62597656,182.847473145,1.91613674164,0.104338437319,4,0.6399999856949999,199,198,7,79.1102613179,10455459071.0,0.813400143585,115412.13281199998,3544.55249023,0.061148904264,0.008312312886119999,707.8292356960001,88.0795729715,175.454920175,44.665824909499996,-21.4235024599,29.4301661152,-6.41877326415,13.8730237687,-2.04626751349,11.8866593443,0.392142596149,0.160988475074,215390081.0,61717265.1299,1585.27075195,110.401008606,2.00012540817,0.0190577823669,7,0.479999989271,141,136,0,48.92597691899999,1431958698.0,0.410535546649,40782.734375,2399.90649414,0.0403990931809,0.00162398617249,924.929600475,39.270687979899996,169.020153069,33.1205332304,-34.737961684,21.370805031,21.1565387274,17.4885233752,2.22062404595,15.77449639,0.202156132997,0.199831534422,5738392502.0,953456883.042,2991.26342773,243.25294494599999,1.7982013225599998,0.0464919023216,6,0.519999980927,168,136,7,79.88268714729999,23585764677.0,0.988500974265,94688.0703125,14316.732421899998,0.0221286974847,0.00100369658321,Cowboy Boots,hip hop,hip hop
Macklemore and Ryan Lewis,948.8845267519999,49.7284729392,116.63617080600001,31.7855825582,-27.763723884,21.707819189200002,30.3213270821,16.4440294705,-25.643909830300004,15.234773806600002,0.147237320185,0.109114509894,2709193137.0,223397056.057,4147.74169922,103.24297332799999,1.95985710621,0.0504778660834,1,0.519999980927,191,72,4,60.0247594562,13342015264.0,0.741079162246,142204.140625,2084.18847656,0.0856813266873,0.00466090952978,918.28146675,124.564551566,116.658706221,38.3043031954,-27.0043095215,23.3726104048,24.636929214400002,24.813200085300004,-17.775414268800002,21.6514453404,0.383659204998,0.33939872905599994,2906432570.0,1169972693.31,3666.13452148,109.342926025,1.39933514595,0.0490341894329,5,0.280000001192,150,112,4,32.3587288925,18369594758.0,0.884635959818,123020.39843800002,6388.20996094,0.058286923915099986,0.00271383393556,985.6436363239999,39.663144041100004,116.732779435,31.943091321399997,-19.8882766112,20.390802605999998,27.687696786500002,14.787523416500001,-24.5936552052,15.0368179652,0.261691455284,0.19423531422,2646164475.0,1583838598.05,4035.62988281,72.1948928833,1.66884243488,0.0878616049886,1,0.439999997616,163,149,4,76.51089660859999,17681587928.0,0.7422302497769999,141087.0625,2408.10351562,0.0797670930624,0.00149763072841,Castle,hip hop,hip hop
Macklemore and Ryan Lewis,856.8470975360001,76.0084111982,118.796904654,44.3978456861,-20.5056984073,21.539522412399997,29.416382226,24.4457150182,-2.67540282005,15.826078302300001,0.450380373934,0.300540007114,868154464.0,4176261404.64,4648.56054688,219.11933898900003,2.17855191231,0.0467221699655,1,0.479999989271,166,111,10,70.1418867965,4378920633.0,0.667302627973,141982.140625,1684.23120117,0.0993459299207,0.0034992301370900003,755.8466955819998,151.869150692,154.98732625899999,60.0970271092,-3.02221721589,29.4740721481,10.9231316499,21.395604443299998,7.272321790529999,18.2583925166,0.421670530762,0.153324566524,562235590.0,328920717.568,3400.15795898,337.795410156,2.10121130943,0.0536532811821,1,0.40000000596,166,158,3,75.3510368176,2066687783.0,0.363612240692,116895.53125,9938.04980469,0.0394002534449,0.0116076087579,881.958054332,93.82170515959999,157.63645165100002,48.6766682083,-18.4534024106,21.537145513899997,1.448782599,33.3886937179,1.09320563713,13.229234131099998,0.467196553616,0.121738007664,1049527128.0,1198885443.37,3690.04443359,64.3044509888,2.07310366631,0.0123619157821,7,0.439999997616,166,111,3,70.3250878763,8810506241.0,0.260571287869,125801.33593800002,1614.62768555,0.06418352574109999,0.0109308939427,My Oh My,hip hop,hip hop
Macklemore and Ryan Lewis,912.985648372,74.8415609974,118.17293599799999,47.4688322604,-35.375170491,26.3593330365,16.7584921191,21.5811557542,-12.837169739,18.0717836145,0.453532531958,0.27970746078200004,1409091395.0,2536205162.39,3467.80004883,53.862045288100006,2.02425837517,0.0135239614174,2,0.40000000596,170,113,7,63.32375179939999,10599097372.0,0.616730754847,119395.53125,4234.13427734,0.07299470901489999,0.00366339669563,861.471087738,104.275469675,160.697220326,51.363107884499996,-17.185027078599994,24.614613401,15.9593172687,22.861651967199997,0.978886133032,15.5024904345,0.472281019072,0.289571822001,2133277933.0,5548149887.31,2395.94018555,81.7680206299,2.08959245682,0.0159034077078,1,0.360000014305,170,113,7,69.8071587229,10775498494.0,0.613134575195,73208.8671875,4816.03076172,0.038692265749,0.00185498013161,935.194528929,54.1562625725,147.055961699,35.3988680459,-25.6883408293,21.847817225100002,22.1290120796,15.7778639548,-8.04729414997,14.8802334921,0.480803424151,0.286379883869,3091309795.0,2424901831.71,3253.34301758,109.57626342799999,1.86881768703,0.0821186006069,1,0.5600000023839999,170,113,6,78.7779605114,13763114172.0,0.595627796068,115977.734375,7233.05957031,0.0454936772585,0.007661558687689998,Victory Lap,hip hop,hip hop
Noah And The Whale,699.4416995060001,53.8176699195,189.940022406,31.0928510287,18.123491864000002,19.6734088308,-6.54716726369,8.25745669071,9.81256475224,12.2368293395,0.173048369437,0.143759411721,1834209782.0,171301418.08,1143.67370605,49.4017868042,1.9678573608400003,0.0807921588421,1,0.519999980927,117,109,7,44.19462964970001,7318292658.0,0.8307469881890001,25135.7324219,326.231903076,0.0203186701983,0.00024985158233900004,845.617343436,40.553645613899995,241.077531039,13.465321671,-20.4218071998,19.620915044100002,-4.36351763047,11.6156591332,26.283352797,11.681316401099998,0.32891584447,0.312591672257,2833688100.0,650205016.622,1131.13513184,21.2827548981,2.04036140442,0.00871893018484,7,0.319999992847,195,159,0,72.15641287,14878522685.0,0.950369760266,29790.2675781,267.707427979,0.0292018149048,0.0021473322995,806.522467826,41.620960996,224.606569202,12.7775345223,-11.0794887804,23.9704539232,3.89421151029,10.7907739227,16.6529130732,9.15422596269,0.336745649829,0.235424955473,2705794594.0,469988922.284,1257.82177734,41.1712684631,1.95926761627,0.0457599423826,7,0.5600000023839999,109,106,7,43.8616897639,12539328718.0,0.699118030456,33926.464843799986,1276.19494629,0.0249486528337,0.000876854057424,Introduction,rock,folk
Noah And The Whale,885.754672369,53.3400546871,160.623233195,26.8587621888,-43.498472835,15.4959495022,26.0272682356,18.5486066697,7.15110605535,13.5761514549,0.345781705769,0.298940103463,1224998977.0,1425203712.63,2681.23242188,132.889541626,1.99943780899,0.021170090884,7,0.519999980927,195,175,0,72.0907113092,7524389182.0,0.864534180021,79358.53125,6989.39404297,0.0506493337452,0.0035672178492,817.288634734,152.848996624,119.16808887799999,47.1832531664,-13.1552212804,19.5543424047,31.328713991399997,16.6751084803,3.82413022119,12.405271069600001,0.3364002678320001,0.318889181076,901108248.0,1108531361.36,3423.51000977,36.5898551941,1.96859288216,0.0244273766875,10,0.479999989271,195,184,0,72.352034618,6568439167.0,0.947945681292,120516.92968800002,1846.03051758,0.050407256931099986,0.0008449312881569999,908.468612229,76.32921351,137.557730772,32.1582638249,-20.1336203254,24.5789676291,49.4507458785,18.1062294657,4.7544784709300005,18.1212517716,0.347290512492,0.265645040919,2780555702.0,3720236234.74,2907.3840332,137.671478271,2.05360794067,0.014621399343,7,0.5600000023839999,195,146,0,61.542139479,15892895719.0,0.764907278961,103383.734375,4810.08935547,0.0391773246229,0.00325971422717,Heart Of Nowhere,rock,folk
Noah And The Whale,828.436521016,118.480145297,161.944687133,48.740204313,5.453000296849999,32.2356492927,11.525660093499999,32.7803719112,6.40459157732,17.1831896556,0.393201924405,0.223097083963,2199749604.0,758752890.2789999,3841.36669922,294.076019287,2.03604125977,0.026621196419,10,0.439999997616,142,133,11,73.1131391797,7999134018.0,0.567385534291,146598.0625,15977.115234399998,0.0422900468111,0.00423388835043,864.9292237230002,167.346199773,132.055373039,52.5150357616,0.205064597876,40.9417904294,29.8663266093,16.5228215468,3.19926071849,15.6700032676,0.280646275283,0.211343200419,1686743587.0,1182276665.13,4194.71972656,98.79733276370001,1.9307293891900004,0.0313734598458,5,0.5600000023839999,193,133,11,71.2822060851,11352498135.0,0.7530589893109999,154662.0625,7091.24267578,0.0600490793586,0.015507222153200002,957.4247422789999,56.4277905204,147.243965385,36.1045252034,-20.4833147591,26.1604604619,33.3028928655,18.7762659658,-2.4880219130700003,14.1273971326,0.402265534523,0.158281656902,3107511367.0,1101655032.59,3579.94824219,36.879486084,2.04861474037,0.011257645674,5,0.439999997616,142,133,1,73.205966965,18715390479.0,0.393475561087,127358.66406199998,1575.1842041,0.0606715045869,0.00325209693983,All Through The Night,rock,folk
Noah And The Whale,836.0169297169998,109.087017145,143.935930934,31.3361668158,-32.3793812392,30.011983037600004,12.9479058674,26.502223238699997,1.96706502391,13.2093742096,0.197246009239,0.153532287701,1660297735.0,1388072730.37,3159.88452148,466.027252197,1.94251084328,0.0378024913371,1,0.519999980927,179,163,1,73.17507964100001,7749550497.0,0.7783796908949999,103703.867188,23878.6035156,0.047459106892300006,0.0024683251977,805.18565025,161.70215536,112.18134963899999,46.945804932,-14.4720387223,16.5762970169,19.5353115958,12.5108541256,0.0072624664581200015,9.93927740914,0.219154060777,0.153349729443,1955844173.0,449748698.34300005,3831.87255859,57.5865097046,1.95388519764,0.0670914128423,1,0.5600000023839999,195,189,1,61.2367992804,4951768526.0,0.6997348299160001,133857.859375,3365.52368164,0.0580128990114,0.000741700583603,931.810495188,71.9912123086,128.904831062,29.658121264400002,-6.73225168522,21.6052608546,44.3960827602,15.196789741400002,1.70192662451,15.0415590235,0.212343663774,0.205668407756,5095419505.0,2450469935.48,3976.06762695,107.468971252,1.93068981171,0.0276776142418,7,0.600000023842,199,179,1,73.3289681253,14782540524.0,0.968563902974,142710.140625,1958.90429688,0.0506648533046,0.003690631594510001,Lifetime,rock,folk
